StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,newFIPS,CountyFIPS
GA,Atlanta,1304000,13121010114,1304000-13121010114,169.0,16.3,20.4,4.3,8.1,3.1,65.2,17.0,11.5,33.8765429383,-84.3756960883,13121,13121
GA,Augusta,1304204,13245001500,1304204-13245001500,989.0,33.5,55.8,6.8,12.4,11.4,84.2,28.7,17.7,33.4548345166,-81.9822431967,13245,13245
GA,Macon,1349000,13021010300,1349000-13021010300,997.0,30.6,47.8,5.8,12.1,9.5,80.3,28.1,18.6,32.8368044076,-83.6565470056,13021,13021
GA,Macon,1349000,13021013407,1349000-13021013407,967.0,18.7,32.3,6.9,9.3,5.9,76.8,17.3,12.5,32.8899872756,-83.7008442544,13021,13021
GA,Macon,1349000,13021013408,1349000-13021013408,218.0,9.6,37.7,12.2,7.5,8.0,81.9,9.2,7.7,32.8820164436,-83.7213582264,13021,13021
GA,Macon,1349000,13021013410,1349000-13021013410,517.0,10.1,34.1,9.5,7.9,6.3,79.8,11.0,8.5,32.869978531,-83.7254616418,13021,13021
GA,Macon,1349000,13169030104,1349000-13169030104,466.0,26.6,43.9,5.3,11.6,6.4,80.9,24.3,15.6,32.8777110734,-83.5624673693,13169,13169
GA,Sandy Springs,1368516,13121009802,1368516-13121009802,121.0,8.3,26.8,8.0,7.0,4.7,73.4,8.0,7.1,33.8797329745,-84.4220908951,13121,13121
GA,Sandy Springs,1368516,13121010002,1368516-13121010002,974.0,8.1,25.7,7.8,7.1,4.4,72.5,8.2,7.3,33.8834936779,-84.3555366414,13121,13121
GA,Savannah,1369000,13051010101,1369000-13051010101,622.0,23.1,38.0,4.5,12.8,4.7,80.4,20.7,16.9,32.074875253,-81.0752786542,13051,13051
GA,Savannah,1369000,13051010502,1369000-13051010502,88.0,24.7,36.9,5.9,9.5,7.6,72.4,24.8,15.9,32.0436594219,-81.1583476373,13051,13051
GA,Savannah,1369000,13051010807,1369000-13051010807,359.0,17.9,29.2,4.0,8.7,3.4,73.7,17.4,11.5,31.9448603563,-81.2459038581,13051,13051
GA,Warner Robins,1380508,13153020106,1380508-13153020106,103.0,19.7,33.8,4.6,10.6,4.1,76.4,19.8,13.6,32.6565243962,-83.6383567599,13153,13153
GA,Warner Robins,1380508,13153020108,1380508-13153020108,556.0,20.7,34.3,5.8,10.1,5.8,74.1,21.7,14.5,32.6376422784,-83.667784725,13153,13153
GA,Warner Robins,1380508,13153021103,1380508-13153021103,917.0,16.4,25.0,4.9,8.7,3.6,70.7,16.6,11.5,32.5512701449,-83.6079695192,13153,13153
GA,Warner Robins,1380508,13153021201,1380508-13153021201,946.0,17.8,26.8,4.3,8.9,3.4,71.8,17.3,11.9,32.5421477478,-83.6735825642,13153,13153
GA,Warner Robins,1380508,13225040102,1380508-13225040102,364.0,19.9,29.9,5.4,9.0,5.0,74.4,18.7,12.6,32.6196226488,-83.7301257294,13225,13225
HI,Honolulu,15003,15003001901,15003001901,837.0,7.2,38.2,8.9,9.0,7.1,74.8,13.0,9.8,21.2812438973,-157.834266837,15003,15003
HI,Honolulu,15003,15003003200,15003003200,833.0,5.0,32.2,7.9,8.2,4.7,75.4,8.2,7.4,21.3229428667,-157.819586379,15003,15003
HI,Honolulu,15003,15003003407,15003003407,913.0,6.5,40.5,10.9,6.9,6.9,81.4,6.6,5.9,21.3027984469,-157.835333919,15003,15003
HI,Honolulu,15003,15003003900,15003003900,655.0,9.8,41.9,8.6,8.2,7.4,78.5,11.3,9.0,21.3026640114,-157.861860063,15003,15003
HI,Honolulu,15003,15003006600,15003006600,374.0,8.0,16.3,2.6,8.9,1.5,64.3,12.4,10.7,21.3534783882,-157.872629668,15003,15003
HI,Honolulu,15003,15003007303,15003007303,341.0,10.7,9.4,0.9,9.8,0.5,59.8,14.3,13.9,21.3258212647,-157.945147172,15003,15003
HI,Honolulu,15003,15003007506,15003007506,933.0,6.6,14.9,2.3,9.3,1.0,64.4,10.9,10.0,21.3669752924,-157.910257897,15003,15003
HI,Honolulu,15003,15003008611,15003008611,84.0,5.0,19.5,3.9,8.5,2.1,67.8,8.2,8.0,21.3586380343,-158.112464999,15003,15003
HI,Honolulu,15003,15003008613,15003008613,904.0,9.7,30.1,5.5,10.2,4.2,71.7,15.5,11.5,21.3493936019,-158.091433922,15003,15003
HI,Honolulu,15003,15003980200,15003980200,704.0,15.9,24.8,2.7,10.0,3.0,63.1,24.0,14.5,21.3180949347,-157.922321866,15003,15003
HI,Honolulu,15003,15003981400,15003981400,97.0,8.7,32.9,5.1,7.8,4.6,70.7,15.5,9.6,21.3320336215,-157.906403363,15003,15003
ID,Boise City,1608830,16001002100,1608830-16001002100,88.0,13.0,28.4,6.8,8.3,5.1,59.8,13.0,10.3,43.5519323284,-116.217091515,16001,16001
ID,Boise City,1608830,16001002412,1608830-16001002412,52.0,12.1,41.2,10.9,8.7,9.9,67.9,12.6,10.2,43.6683770194,-116.336748214,16001,16001
ID,Boise City,1608830,16001010313,1608830-16001010313,910.0,12.7,24.9,5.7,9.1,3.9,58.3,13.9,11.3,43.5881337971,-116.33695668,16001,16001
ID,Boise City,1608830,16001010321,1608830-16001010321,979.0,15.4,29.5,6.0,9.5,5.4,59.3,16.3,12.9,43.6081215402,-116.336938378,16001,16001
ID,Boise City,1608830,16001010333,1608830-16001010333,446.0,13.3,26.3,5.7,9.4,4.5,58.5,15.0,12.3,43.6445840775,-116.356440823,16001,16001
IL,Arlington Heights,1702154,17031803612,1702154-17031803612,709.0,16.0,24.1,4.2,9.6,4.3,61.1,23.9,16.0,42.1487932813,-88.0068506378,17031,17031
IL,Aurora,1703012,17043846411,1703012-17043846411,51.0,7.5,7.2,0.9,12.7,0.3,67.4,7.6,14.3,41.8080908663,-88.2226286241,17043,17043
IL,Bloomington,1706613,17113000504,1706613-17113000504,216.0,5.5,48.6,15.6,8.5,11.4,82.2,9.3,7.5,40.5063392225,-88.946955428,17113,17113
IL,Bloomington,1706613,17113005400,1706613-17113005400,355.0,9.1,21.9,4.9,9.2,3.2,63.4,16.8,11.4,40.4677423381,-88.9006765935,17113,17113
IL,Bloomington,1706613,17113006000,1706613-17113006000,347.0,10.8,22.1,4.5,9.5,3.3,61.5,20.9,13.2,40.4621591213,-89.053955918,17113,17113
IL,Chicago,1714000,17031271800,1714000-17031271800,970.0,25.0,49.1,4.5,12.9,9.1,74.6,33.8,21.6,41.8714964061,-87.6984896623,17031,17031
IL,Chicago,1714000,17031280800,1714000-17031280800,755.0,19.2,46.2,6.0,11.8,9.0,76.6,22.9,15.7,41.8785967929,-87.6889008801,17031,17031
IL,Chicago,1714000,17031280900,1714000-17031280900,942.0,20.4,37.0,3.7,12.9,4.9,72.0,27.1,19.1,41.8786309348,-87.685128153,17031,17031
IL,Chicago,1714000,17031340600,1714000-17031340600,907.0,27.2,54.9,6.3,14.9,13.1,77.5,33.2,22.8,41.8274177202,-87.6325398506,17031,17031
IL,Chicago,1714000,17031350400,1714000-17031350400,389.0,24.5,52.1,5.1,14.6,9.8,76.3,34.1,22.9,41.8419291173,-87.6283694945,17031,17031
IL,Chicago,1714000,17031351500,1714000-17031351500,255.0,15.2,31.4,3.3,10.7,3.9,69.5,20.5,15.5,41.8272742441,-87.6277462429,17031,17031
IL,Chicago,1714000,17031380500,1714000-17031380500,752.0,24.9,42.8,4.0,14.6,6.0,73.8,33.0,22.9,41.8200988645,-87.6277942461,17031,17031
IL,Chicago,1714000,17031381500,1714000-17031381500,237.0,18.9,41.7,4.5,12.7,5.7,74.7,25.7,17.6,41.8101927028,-87.6228619229,17031,17031
IL,Chicago,1714000,17031690500,1714000-17031690500,877.0,17.3,45.8,5.7,11.9,7.3,77.5,22.3,15.4,41.7681656562,-87.6121085636,17031,17031
IL,Chicago,1714000,17031770902,1714000-17031770902,196.0,13.8,17.8,3.0,8.6,2.5,58.9,20.1,13.2,41.9720753762,-87.8440927896,17031,17031
IL,Chicago,1714000,17031810400,1714000-17031810400,281.0,8.4,28.6,8.3,7.4,5.7,69.4,12.1,8.7,41.983937948,-87.8311128503,17031,17031
IL,Chicago,1714000,17031841000,1714000-17031841000,849.0,10.8,31.7,5.3,8.6,4.4,71.5,13.3,9.8,41.8484484623,-87.6173868638,17031,17031
IL,Decatur,1718823,17115002300,1718823-17115002300,550.0,9.0,36.3,8.5,9.2,7.1,69.7,17.3,11.4,39.8350819702,-88.8683282783,17115,17115
IL,Decatur,1718823,17115002901,1718823-17115002901,276.0,8.0,28.7,6.7,9.2,4.6,67.7,14.1,10.9,39.9126615017,-88.9689158352,17115,17115
IL,Elgin,1723074,17089850600,1723074-17089850600,639.0,10.1,30.0,7.9,8.4,5.5,70.5,12.0,9.7,42.0802591308,-88.3329887775,17089,17089
IL,Joliet,1738570,17197880417,1738570-17197880417,571.0,10.1,29.2,6.0,8.9,4.5,69.5,16.2,11.3,41.5721265925,-88.1862995541,17197,17197
IL,Joliet,1738570,17197882300,1738570-17197882300,878.0,22.2,33.2,4.7,10.1,5.3,69.2,22.3,15.7,41.5207603581,-88.0534529705,17197,17197
IL,Joliet,1738570,17197882900,1738570-17197882900,376.0,16.1,32.6,5.9,10.0,5.7,69.1,21.8,14.8,41.51038923,-88.1076079731,17197,17197
IL,Joliet,1738570,17197883100,1738570-17197883100,306.0,17.2,49.3,6.7,11.9,8.3,78.6,22.0,14.9,41.4804735475,-88.0773494955,17197,17197
IL,Joliet,1738570,17197883307,1738570-17197883307,152.0,12.7,25.8,4.7,8.9,3.7,67.3,18.4,12.4,41.452109692,-88.0812342109,17197,17197
IL,Naperville,1751622,17197880310,1751622-17197880310,363.0,8.3,25.2,4.2,7.8,2.6,70.4,12.8,9.2,41.6776931525,-88.2234899058,17197,17197
IL,Peoria,1759000,17143003402,1759000-17143003402,931.0,6.5,32.0,7.4,8.6,5.4,69.2,13.0,9.9,40.8288752363,-89.5962866242,17143,17143
IL,Peoria,1759000,17143003900,1759000-17143003900,628.0,9.1,20.9,3.9,8.0,2.4,62.3,15.7,10.1,40.8039486097,-89.6608050161,17143,17143
IL,Peoria,1759000,17143004400,1759000-17143004400,619.0,14.8,29.8,3.9,12.8,3.7,70.6,20.5,16.1,40.7070503634,-89.6344813931,17143,17143
IL,Peoria,1759000,17143004802,1759000-17143004802,255.0,13.1,35.3,6.3,10.7,5.9,68.8,21.9,14.3,40.6766402382,-89.6438763673,17143,17143
IL,Rockford,1765000,17201003601,1765000-17201003601,195.0,16.2,30.5,4.8,9.2,5.3,62.5,25.3,14.6,42.3065846082,-89.1438716131,17201,17201
IL,Rockford,1765000,17201003707,1765000-17201003707,729.0,14.3,30.7,4.7,10.4,4.6,67.6,20.4,14.5,42.2147040417,-89.0263787585,17201,17201
IL,Rockford,1765000,17201003710,1765000-17201003710,881.0,13.4,22.9,3.8,9.1,3.0,63.0,19.4,12.6,42.2343363146,-89.0060889951,17201,17201
IL,Rockford,1765000,17201003711,1765000-17201003711,663.0,14.0,29.2,5.1,9.7,4.5,64.9,22.3,14.0,42.2016170301,-89.0976373493,17201,17201
IL,Rockford,1765000,17201003801,1765000-17201003801,492.0,11.2,28.6,5.6,9.1,4.5,66.1,18.6,12.1,42.3303046154,-89.0886554878,17201,17201
IL,Schaumburg,1768003,17031804102,1768003-17031804102,355.0,7.5,21.5,5.4,7.4,3.1,66.3,11.2,8.5,42.0765709041,-88.0650369592,17031,17031
IL,Schaumburg,1768003,17031804606,1768003-17031804606,533.0,8.8,26.3,6.7,8.0,4.5,68.1,14.2,10.0,42.0105478942,-88.050335939,17031,17031
IL,Schaumburg,1768003,17031804706,1768003-17031804706,712.0,8.0,30.4,7.8,8.1,5.9,70.2,13.4,9.9,42.0539582483,-88.1019109143,17031,17031
IL,Schaumburg,1768003,17031804714,1768003-17031804714,809.0,11.5,16.6,3.0,7.8,1.9,60.5,16.1,10.8,42.063140435,-88.0832976118,17031,17031
IL,Schaumburg,1768003,17031804715,1768003-17031804715,411.0,14.4,33.0,7.2,8.8,7.1,68.4,19.3,12.7,42.0451814813,-88.1012622711,17031,17031
IL,Springfield,1772000,17167000700,1772000-17167000700,660.0,14.6,34.9,6.4,11.1,7.0,66.8,26.2,17.0,39.8114808769,-89.6275068756,17167,17167
IL,Springfield,1772000,17167002700,1772000-17167002700,634.0,12.2,30.1,6.1,10.5,5.5,65.9,22.1,15.0,39.7520978143,-89.6459613967,17167,17167
IL,Springfield,1772000,17167002801,1772000-17167002801,380.0,13.1,27.4,3.6,11.7,3.0,68.5,20.5,15.1,39.7684791154,-89.6668330322,17167,17167
IL,Springfield,1772000,17167003801,1772000-17167003801,745.0,12.3,30.0,5.5,10.3,5.6,63.8,24.8,16.0,39.8365739363,-89.5853250161,17167,17167
IL,Waukegan,1779293,17097860600,1779293-17097860600,602.0,15.7,29.9,4.2,9.8,4.2,66.2,20.8,14.1,42.4255357791,-87.844366734,17097,17097
IL,Waukegan,1779293,17097861603,1779293-17097861603,540.0,7.1,29.1,6.5,8.2,4.4,69.5,12.4,9.2,42.332637028,-87.9310655061,17097,17097
IL,Waukegan,1779293,17097861701,1779293-17097861701,587.0,13.5,35.6,7.5,9.0,6.6,70.7,15.9,11.3,42.3920755664,-87.8238592382,17097,17097
IN,Bloomington,1805860,18105000502,1805860-18105000502,705.0,13.3,28.0,5.2,10.4,5.0,59.8,25.9,17.1,39.1290008323,-86.5864098938,18105,18105
IN,Carmel,1810342,18057110404,1810342-18057110404,600.0,7.6,19.0,4.1,9.0,2.4,60.0,13.1,11.1,40.0013020964,-86.1624329755,18057,18057
IN,Evansville,1822000,18163001800,1822000-18163001800,648.0,12.6,42.1,7.8,9.8,9.4,69.7,24.5,15.5,37.9740856373,-87.5736756266,18163,18163
IN,Evansville,1822000,18163010202,1822000-18163010202,556.0,9.6,37.5,9.1,9.3,7.6,71.8,18.4,12.5,38.0258923675,-87.5266657185,18163,18163
IN,Fort Wayne,1825000,18003011702,1825000-18003011702,51.0,9.6,35.2,7.8,10.1,6.8,68.0,21.6,14.0,40.9879709562,-85.1885046613,18003,18003
IN,Fort Wayne,1825000,18003980001,1825000-18003980001,664.0,16.5,18.2,2.4,13.4,3.1,59.2,24.3,25.7,41.1180574397,-85.1102396943,18003,18003
IN,Fort Wayne,1825000,18003980002,1825000-18003980002,81.0,15.8,44.3,6.9,10.8,12.8,64.3,34.7,22.0,41.1250957806,-85.1595420014,18003,18003
IN,Gary,1827000,18089010500,1827000-18089010500,957.0,21.7,50.4,5.6,13.4,9.4,75.7,29.7,20.0,41.5989567549,-87.3320826636,18089,18089
IN,Gary,1827000,18089010900,1827000-18089010900,977.0,22.2,58.7,7.2,13.4,13.0,78.6,29.6,19.3,41.5924690699,-87.3660980054,18089,18089
IN,Gary,1827000,18089011700,1827000-18089011700,826.0,20.7,59.4,7.5,13.1,13.3,79.1,27.5,18.4,41.5865732192,-87.3365556749,18089,18089
IN,Gary,1827000,18089012100,1827000-18089012100,940.0,21.4,57.7,6.6,12.9,12.2,78.2,29.5,18.9,41.5728456385,-87.3307962931,18089,18089
NY,New York,3651000,36061010400,3651000-36061010400,966.0,6.2,26.2,8.6,7.8,5.6,74.7,9.3,8.7,40.7607790885,-73.9776728786,36061,36061
IN,Indianapolis,1836003,18097357500,1836003-18097357500,656.0,13.3,38.6,7.8,10.8,8.6,67.9,23.2,14.9,39.7343281123,-86.0961682017,18097,18097
IN,Lafayette,1840788,18157010800,1840788-18157010800,379.0,9.4,38.4,11.7,9.2,7.8,74.2,12.7,10.8,40.4158403718,-86.828663411,18157,18157
IN,Muncie,1851876,18035001700,1851876-18035001700,418.0,18.3,26.8,3.6,13.3,4.7,61.9,33.1,23.6,40.1649111291,-85.4021511967,18035,18035
IN,Muncie,1851876,18035002401,1851876-18035002401,171.0,12.9,32.0,6.7,10.6,6.1,66.6,22.6,15.4,40.1816992855,-85.4482688607,18035,18035
IN,Muncie,1851876,18035002500,1851876-18035002500,170.0,9.1,53.0,14.7,9.3,14.4,80.6,13.9,10.3,40.2248461904,-85.4471842366,18035,18035
IN,South Bend,1871000,18141011202,1871000-18141011202,474.0,12.9,49.2,13.9,9.1,15.3,75.1,15.2,13.5,41.6990566185,-86.2585052979,18141,18141
IN,South Bend,1871000,18141011303,1871000-18141011303,513.0,14.2,35.8,6.6,11.4,6.1,71.6,20.5,15.0,41.7314163283,-86.2639477436,18141,18141
IN,South Bend,1871000,18141011801,1871000-18141011801,95.0,9.5,24.2,5.3,8.6,3.7,62.3,18.5,12.2,41.6206421869,-86.2578484693,18141,18141
IN,South Bend,1871000,18141011900,1871000-18141011900,779.0,10.5,43.6,12.2,8.6,11.2,74.2,15.3,11.0,41.603077998,-86.2547099713,18141,18141
IA,Cedar Rapids,1912000,19113000300,1912000-19113000300,355.0,8.9,26.9,5.7,8.9,4.5,68.2,20.8,11.7,42.0346438445,-91.6323639684,19113,19113
IA,Cedar Rapids,1912000,19113000500,1912000-19113000500,118.0,8.2,28.0,6.1,9.4,4.8,68.7,20.9,12.2,41.9987673014,-91.5917984673,19113,19113
IA,Cedar Rapids,1912000,19113000600,1912000-19113000600,721.0,8.7,32.3,10.1,8.7,7.0,73.1,14.7,9.8,42.0201859451,-91.6206749701,19113,19113
IA,Des Moines,1921000,19153010500,1921000-19153010500,239.0,15.4,26.0,4.7,8.5,3.8,66.9,16.7,11.5,41.6421699288,-93.6063468024,19153,19153
IA,Des Moines,1921000,19153011028,1921000-19153011028,94.0,6.2,33.8,7.9,8.1,6.2,72.5,14.0,9.3,41.5280265638,-93.6877078687,19153,19153
IA,Iowa City,1938595,19103010400,1938595-19103010400,475.0,13.0,24.6,4.7,9.5,3.9,66.8,19.2,12.4,41.6351079523,-91.5473680679,19103,19103
IA,Sioux City,1973335,19193003300,1973335-19193003300,520.0,7.0,31.3,7.9,9.3,6.0,70.6,17.7,10.9,42.4648061303,-96.3159602059,19193,19193
IA,Waterloo,1982425,19013002604,1982425-19013002604,346.0,8.9,35.0,8.4,8.8,7.3,72.0,19.0,10.6,42.5525511856,-92.3497823832,19013,19013
IA,Waterloo,1982425,19013003002,1982425-19013003002,111.0,7.0,28.2,7.2,8.4,5.3,69.4,17.0,9.7,42.4537453941,-92.4261702,19013,19013
KS,Kansas City,2036000,20209040300,2036000-20209040300,738.0,27.0,51.4,5.7,12.9,8.7,74.4,28.9,17.1,39.1435302818,-94.6589982121,20209,20209
KS,Kansas City,2036000,20209040800,2036000-20209040800,542.0,33.5,56.0,6.1,12.8,11.9,74.0,32.3,19.1,39.1299679091,-94.6308647381,20209,20209
KS,Kansas City,2036000,20209041800,2036000-20209041800,978.0,27.1,57.5,6.9,11.8,13.0,73.4,30.7,17.5,39.1161496554,-94.6258048316,20209,20209
KS,Kansas City,2036000,20209042501,2036000-20209042501,61.0,30.5,50.8,7.7,10.6,11.5,68.2,31.1,16.0,39.09128862,-94.6184316995,20209,20209
KS,Kansas City,2036000,20209043000,2036000-20209043000,82.0,27.7,45.1,6.9,10.3,10.4,65.8,31.7,17.8,39.0766985466,-94.6134813342,20209,20209
KS,Kansas City,2036000,20209044004,2036000-20209044004,602.0,31.6,41.9,6.4,11.1,10.3,63.3,32.6,19.4,39.0739110007,-94.7508611086,20209,20209
KS,Lawrence,2038900,20045001500,2038900-20045001500,608.0,14.2,26.8,5.3,9.1,4.1,65.3,18.9,11.6,38.9981530404,-95.2816161429,20045,20045
KS,Olathe,2052575,20091053801,2052575-20091053801,347.0,12.3,25.7,5.4,8.8,4.2,68.3,17.2,10.9,38.8084600071,-94.8328325674,20091,20091
KS,Overland Park,2053775,20091051700,2053775-20091051700,860.0,7.0,34.2,12.1,7.4,6.9,77.9,6.8,6.1,38.9532330217,-94.6256358968,20091,20091
KS,Overland Park,2053775,20091052201,2053775-20091052201,247.0,13.6,29.4,6.9,9.0,5.7,69.8,16.1,10.9,39.0412567955,-94.6798262758,20091,20091
KS,Topeka,2071000,20177003301,2071000-20177003301,574.0,14.2,26.8,5.7,9.6,4.1,68.8,19.2,12.0,39.0993571616,-95.6564614754,20177,20177
KS,Topeka,2071000,20177003400,2071000-20177003400,465.0,11.3,32.4,7.6,8.9,5.2,72.2,17.1,10.1,39.1022818643,-95.6791618133,20177,20177
KS,Topeka,2071000,20177003901,2071000-20177003901,325.0,12.0,29.8,6.4,9.5,4.2,71.7,17.0,10.6,39.0163083243,-95.6118003802,20177,20177
KS,Wichita,2079000,20173006600,2079000-20173006600,861.0,20.6,28.6,3.6,10.7,3.8,64.3,24.3,16.9,37.6369681978,-97.2786056973,20173,20173
KS,Wichita,2079000,20173010111,2079000-20173010111,223.0,10.4,30.3,6.7,8.1,4.7,68.4,13.1,9.8,37.7641591142,-97.2510974277,20173,20173
KS,Wichita,2079000,20173010116,2079000-20173010116,696.0,12.0,24.4,4.4,8.2,2.9,64.2,16.1,10.7,37.7730132477,-97.2070895177,20173,20173
KY,Lexington,2146027,21067003916,2146027-21067003916,501.0,4.1,37.9,9.2,8.6,7.0,77.1,11.6,8.8,38.0289410437,-84.3913697871,21067,21067
KY,Louisville,2148006,21111010001,2148006-21111010001,381.0,4.5,42.6,11.1,8.7,8.8,80.6,11.8,9.0,38.2673670193,-85.6502581108,21111,21111
KY,Louisville,2148006,21111010004,2148006-21111010004,195.0,7.9,33.3,5.9,11.0,5.4,73.4,22.6,14.9,38.2640531728,-85.6189446562,21111,21111
KY,Louisville,2148006,21111010005,2148006-21111010005,938.0,7.7,37.4,8.2,10.0,7.3,76.0,19.2,12.7,38.2751227519,-85.5727742286,21111,21111
KY,Louisville,2148006,21111010006,2148006-21111010006,271.0,5.2,50.1,13.7,9.5,11.3,84.1,12.6,9.7,38.279587062,-85.5793415172,21111,21111
KY,Louisville,2148006,21111010007,2148006-21111010007,843.0,4.7,38.7,8.9,8.9,7.0,78.6,13.4,9.6,38.2817530813,-85.6208187902,21111,21111
KY,Louisville,2148006,21111010008,2148006-21111010008,972.0,7.4,31.8,6.4,9.7,5.2,75.1,16.0,11.5,38.2865376649,-85.600433333,21111,21111
KY,Louisville,2148006,21111010312,2148006-21111010312,57.0,3.5,42.8,10.1,8.7,7.7,81.2,11.9,8.6,38.3579101747,-85.6061234361,21111,21111
KY,Louisville,2148006,21111010601,2148006-21111010601,60.0,5.5,27.7,5.9,8.9,4.7,72.1,14.8,10.9,38.2510943135,-85.6524875254,21111,21111
KY,Louisville,2148006,21111010701,2148006-21111010701,761.0,6.3,23.8,5.7,9.0,4.0,71.8,13.4,10.6,38.2401624642,-85.6104451088,21111,21111
KY,Louisville,2148006,21111010705,2148006-21111010705,640.0,8.9,23.0,3.4,8.7,2.6,71.2,15.3,10.8,38.2439000861,-85.5744377933,21111,21111
KY,Louisville,2148006,21111011112,2148006-21111011112,328.0,8.0,24.6,3.6,10.4,3.3,71.5,18.0,13.8,38.2030009098,-85.6015154796,21111,21111
KY,Louisville,2148006,21111011403,2148006-21111011403,921.0,10.2,39.9,7.6,10.7,9.0,74.5,25.5,15.5,38.186398103,-85.7129278776,21111,21111
KY,Louisville,2148006,21111012802,2148006-21111012802,769.0,13.2,57.1,8.0,12.9,11.8,83.4,26.6,16.4,38.21845762,-85.7894335318,21111,21111
LA,Baton Rouge,2205000,22033003201,2205000-22033003201,120.0,17.4,33.1,2.5,11.3,2.2,75.6,24.6,18.3,30.5297112101,-91.1415566967,22033,22033
LA,Baton Rouge,2205000,22033003507,2205000-22033003507,142.0,14.0,36.2,3.9,10.2,3.2,77.1,20.2,14.8,30.4772361461,-91.0531832205,22033,22033
LA,Baton Rouge,2205000,22033004011,2205000-22033004011,784.0,14.7,29.5,4.1,9.0,5.0,65.2,24.4,19.3,30.3765569088,-91.1372514169,22033,22033
LA,Lafayette,2240735,22055001402,2240735-22055001402,526.0,8.9,24.0,4.6,8.4,3.1,69.0,17.6,13.4,30.1322533074,-92.0395334273,22055,22055
LA,Lafayette,2240735,22055001411,2240735-22055001411,686.0,11.0,30.4,6.1,8.8,5.6,70.5,19.9,15.0,30.1833232633,-91.9958805141,22055,22055
LA,Lafayette,2240735,22055001903,2240735-22055001903,687.0,12.6,34.7,6.5,9.0,7.0,71.2,23.1,16.8,30.1887714799,-92.0981355976,22055,22055
LA,Lafayette,2240735,22055001905,2240735-22055001905,239.0,14.4,28.0,4.8,9.0,5.1,67.4,23.6,17.5,30.1750365398,-92.0865055008,22055,22055
LA,Lake Charles,2241155,22019001700,2241155-22019001700,592.0,14.3,29.6,5.2,9.7,5.6,66.3,24.9,18.4,30.1851170988,-93.1734374775,22019,22019
LA,New Orleans,2255000,22071000601,2255000-22071000601,849.0,25.9,52.7,5.8,14.4,10.6,77.2,36.1,25.2,29.9328099879,-90.0409456611,22071,22071
LA,New Orleans,2255000,22071000701,2255000-22071000701,568.0,20.2,51.6,6.1,12.1,9.7,78.0,28.9,19.6,29.9714271961,-90.0216422131,22071,22071
LA,New Orleans,2255000,22071000901,2255000-22071000901,616.0,19.6,52.4,6.1,12.0,9.6,78.1,28.6,19.2,29.9668831328,-90.0049912655,22071,22071
LA,New Orleans,2255000,22071000902,2255000-22071000902,320.0,19.4,50.6,5.6,11.3,8.3,77.6,28.5,17.9,29.9743448986,-90.0109417305,22071,22071
LA,New Orleans,2255000,22071000903,2255000-22071000903,508.0,18.1,51.5,5.7,11.2,8.7,77.9,27.6,18.0,29.9686377666,-90.0132915291,22071,22071
LA,New Orleans,2255000,22071000904,2255000-22071000904,830.0,20.8,56.4,6.1,12.1,11.5,78.3,31.4,20.7,29.9636399738,-90.0152583928,22071,22071
LA,New Orleans,2255000,22071001500,2255000-22071001500,929.0,22.7,48.8,5.1,11.8,9.2,74.1,32.5,21.6,29.9759418237,-90.0457402272,22071,22071
LA,New Orleans,2255000,22071001730,2255000-22071001730,832.0,15.7,40.9,4.4,10.9,5.0,75.5,24.5,16.3,30.0878158641,-89.8982894563,22071,22071
LA,New Orleans,2255000,22071001734,2255000-22071001734,892.0,10.5,39.0,8.2,8.2,8.1,71.3,21.5,13.7,30.1055406248,-89.7526985924,22071,22071
LA,New Orleans,2255000,22071001751,2255000-22071001751,836.0,30.1,51.3,5.7,11.5,12.4,72.2,35.2,23.8,30.0301377333,-89.9108131185,22071,22071
LA,New Orleans,2255000,22071002100,2255000-22071002100,856.0,20.3,50.4,5.4,11.9,8.7,77.1,30.2,19.9,29.9805466397,-90.0547253278,22071,22071
LA,New Orleans,2255000,22071006900,2255000-22071006900,806.0,25.8,53.2,5.0,13.0,10.0,75.2,37.6,25.0,29.9518339708,-90.0916015073,22071,22071
LA,New Orleans,2255000,22071008600,2255000-22071008600,900.0,26.7,53.7,5.5,12.2,11.3,75.0,35.1,22.5,29.9448184747,-90.0896678952,22071,22071
LA,New Orleans,2255000,22071013600,2255000-22071013600,933.0,12.5,38.3,5.3,9.4,5.9,71.5,21.7,14.9,29.9655764918,-90.0357242106,22071,22071
LA,New Orleans,2255000,22071013800,2255000-22071013800,974.0,18.8,52.6,6.4,12.3,10.2,78.1,28.5,20.2,29.9961049732,-90.0795734648,22071,22071
LA,New Orleans,2255000,22071014300,2255000-22071014300,944.0,23.3,56.1,6.1,12.5,11.9,77.5,32.7,22.0,29.9398424514,-90.0925008081,22071,22071
LA,Shreveport,2270000,22015010400,2270000-22015010400,103.0,20.0,53.3,6.9,11.8,10.2,77.7,30.1,21.3,32.5398093981,-93.7446296455,22015,22015
