stateabbr,placename,placefips,tractfips,place_tractid,population2010,insurance,highbloodpressure,cancer,asthma,heartdisease,annualcheckups,smokes,mentalhealthissues,latitude,longitude,countyfips,State,StateAbbr,County,CountyFIPS,Asthma,AFHeartDisease,COPD,Depression,HeartFailure,Hypertension,CoronaryArtery,Psychotic,Stroke,TotalCost,tract,hpi,Place_TractID,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max,sfcount
CA,Victorville,682590,6071010004,0682590-06071010004,217,10.4,53,22.3,7.4,15.1,88,3.7,6.2,34.47526652,-117.2646982,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071010004,263.45,0682590-06071010004,356,0,0,29.3,0,17,0.081,0
CA,Victorville,682590,6071012101,0682590-06071012101,681,11.4,38.7,9.6,9.8,8.4,76.3,12.4,12,34.56666212,-117.2894879,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071012101,471.53,0682590-06071012101,356,0,0,29.3,0,17,0.081,0
CA,Vista,682996,6073019208,0682996-06073019208,500,8.3,29.8,7.3,8.6,5,69.5,12.2,10.9,33.20470092,-117.1988736,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073019208,897.59,0682996-06073019208,376,0,0,27.4,0,6,0.083,0
CA,Vista,682996,6073019805,0682996-06073019805,277,9.6,49.3,14.4,9.2,12,80.1,10.8,10.4,33.18411584,-117.2821628,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073019805,818.34,0682996-06073019805,376,0,0,27.4,0,6,0.083,0
CA,Vista,682996,6073019903,0682996-06073019903,162,8.6,30.3,7.4,9.1,5.4,69,13.1,11.9,33.18850584,-117.2115859,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073019903,897.59,0682996-06073019903,376,0,0,27.4,0,6,0.083,0
CA,Vista,682996,6073020019,0682996-06073020019,325,12.4,21.2,3.8,9.3,2.9,64.1,15.2,13.4,33.13473778,-117.2239729,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073020019,633.38,0682996-06073020019,376,0,0,27.4,0,6,0.083,0
CA,West Covina,684200,6037403500,0684200-06037403500,429,12.2,38.3,14.3,7.1,9.4,79.5,5.3,6.7,34.0691433,-117.8661444,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037403500,1163.37,0684200-06037403500,274,0,0,19.2,0,36,0.1,0
CA,West Covina,684200,6037403600,0684200-06037403600,960,14.3,20.9,4.9,8.2,3.6,66,9.9,10.4,34.07264413,-117.8719262,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037403600,944.65,0684200-06037403600,274,0,0,19.2,0,36,0.1,0
CA,West Covina,684200,6037405400,0684200-06037405400,150,17.5,37.1,10.6,8.1,8.8,76.4,9,9.3,34.08753381,-117.9351007,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037405400,1451.06,0684200-06037405400,274,0,0,19.2,0,36,0.1,0
CA,West Covina,684200,6037406901,0684200-06037406901,806,20.8,26.9,5,8.4,5.3,66.5,13.4,12.7,34.06366019,-117.963404,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037406901,1451.06,0684200-06037406901,274,0,0,19.2,0,36,0.1,0
CA,West Covina,684200,6037406902,0684200-06037406902,717,18.9,25.9,5.3,8.3,5,67.3,12.4,11.7,34.06084862,-117.9600149,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037406902,1451.06,0684200-06037406902,274,0,0,19.2,0,36,0.1,0
CA,West Covina,684200,6037408141,0684200-06037408141,539,20.3,22.4,3.6,8.6,3.6,64.8,14.4,12.8,34.00592102,-117.8891181,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037408141,1318.58,0684200-06037408141,308,0,9,56.2,0,4,0.076,0
CA,Westminster,684550,6059088901,0684550-06059088901,399,13.6,38.3,6.4,6.9,8.1,72.9,13.4,10.5,33.75398306,-117.9625311,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059088901,859.63,0684550-06059088901,308,0,9,56.2,0,4,0.076,0
CA,Westminster,684550,6059099203,0684550-06059099203,166,14.6,27.6,3.8,6.8,4.4,67.4,14.2,10.9,33.74378732,-117.9455366,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059099203,992.75,0684550-06059099203,308,0,9,56.2,0,4,0.076,0
CA,Whittier,685292,6037501002,0685292-06037501002,638,16.2,22.3,4.8,8,3.9,65.9,10.3,10.7,33.98674215,-118.0631419,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037501002,1296.96,0685292-06037501002,267,0,5,66.7,0,5,0.076,1
CO,Arvada,803455,8059009843,0803455-08059009843,686,6.7,22.3,6.2,8.6,3.4,57.8,11.4,9.1,39.81111921,-105.2079555,8059,Colorado ,CO,Jefferson ,8059,19821.609158,21848.684571,21789.897732,18457.135991,25924.696089,14849.134969,18117.874767,15832.302454,30920.191755,408071.691361,8059009843,805.17,0803455-08059009843,483,0,1,41.2,0,0,0.069,0
CO,Aurora,804000,8001008100,0804000-08001008100,854,13.8,25.9,6.4,9,6.8,59.9,13.3,11,39.74701004,-104.837016,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001008100,535.91,0804000-08001008100,481,0,2,46.3,0,0,0.068,0
CO,Aurora,804000,8005006854,0804000-08005006854,918,9.3,21.9,5.5,8.6,3.2,62.4,11.8,9.8,39.64936021,-104.8781823,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005006854,763.49,0804000-08005006854,481,0,2,46.3,0,0,0.068,0
CO,Aurora,804000,8005006855,0804000-08005006855,185,5,35.7,10.3,8.6,6.7,72.3,10.2,8.6,39.59812127,-104.8195309,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005006855,846.53,0804000-08005006855,481,0,2,46.3,0,0,0.068,0
CO,Aurora,804000,8005081700,0804000-08005081700,524,6.9,28.9,8,8.5,4.9,67.4,11.2,9.1,39.62757689,-104.8049717,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005081700,462.79,0804000-08005081700,481,0,2,46.3,0,0,0.068,0
CO,Aurora,804000,8005085900,0804000-08005085900,59,7.7,34.2,10.3,8.7,6.9,70.6,12.1,9.3,39.63731562,-104.7550304,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005085900,644.11,0804000-08005085900,481,0,2,46.3,0,0,0.068,0
CO,Aurora,804000,8005086300,0804000-08005086300,630,10.5,14.1,2.7,8.8,1.5,56,14.3,11.4,39.59102923,-104.8055089,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005086300,323.9,0804000-08005086300,481,0,2,46.3,0,0,0.068,0
CO,Aurora,804000,8035013901,0804000-08035013901,117,7.5,22.6,6.1,9.2,3.5,61.2,13.7,10.2,39.55958232,-104.7330539,8035,Colorado ,CO,Douglas ,8035,19637.635796,21599.489187,24084.601903,20757.022179,26561.080676,14606.062931,17447.18955,19700.102912,28455.660605,429296.009864,8035013901,632.21,0804000-08035013901,481,0,2,46.3,0,0,0.068,0
CO,Boulder,807850,8013012705,0807850-08013012705,849,6.4,19.5,5.7,8.4,3.2,60.1,10.6,9.1,40.06526386,-105.2079037,8013,Colorado ,CO,Boulder ,8013,18472.209451,21869.968073,23066.495482,17152.758924,27285.582545,15003.926262,15498.496414,14785.107811,29225.26908,394546.6618092,8013012705,1112.12,0807850-08013012705,483,0,1,41.2,0,0,0.069,0
CO,Boulder,807850,8013012707,0807850-08013012707,436,17.3,15.2,2.5,7.4,2.4,50.2,16.8,11.4,40.02681767,-105.2215105,8013,Colorado ,CO,Boulder ,8013,18472.209451,21869.968073,23066.495482,17152.758924,27285.582545,15003.926262,15498.496414,14785.107811,29225.26908,394546.6618092,8013012707,787.46,0807850-08013012707,483,0,1,41.2,0,0,0.069,0
CO,Boulder,807850,8013012710,0807850-08013012710,815,7.6,21.4,6.7,8.2,3.8,61.8,9.6,8.5,40.00912716,-105.2205222,8013,Colorado ,CO,Boulder ,8013,18472.209451,21869.968073,23066.495482,17152.758924,27285.582545,15003.926262,15498.496414,14785.107811,29225.26908,394546.6618092,8013012710,832.4,0807850-08013012710,483,0,1,41.2,0,0,0.069,0
CO,Centennial,812815,8005005612,0812815-08005005612,549,10.5,23,6.2,8.8,4,61.6,14.1,10.8,39.61126636,-104.9823066,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005005612,865.34,0812815-08005005612,481,0,2,46.3,0,0,0.068,0
CO,Centennial,812815,8005006815,0812815-08005006815,384,11.6,15.4,3,8,1.8,56.7,12.1,10.2,39.58991659,-104.8724939,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005006815,846.53,0812815-08005006815,481,0,2,46.3,0,0,0.068,0
CO,Centennial,812815,8005006854,0812815-08005006854,96,5.8,38.8,11.6,8.4,7.6,74.3,10.2,8.2,39.60435046,-104.8249819,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005006854,763.49,0812815-08005006854,481,0,2,46.3,0,0,0.068,0
CO,Centennial,812815,8005083700,0812815-08005083700,791,9.9,20.9,4.5,8.7,2.9,60.7,14.1,10.8,39.60731587,-104.8154056,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005083700,462.79,0812815-08005083700,481,0,2,46.3,0,0,0.068,0
CO,Centennial,812815,8005085800,0812815-08005085800,626,9.3,24.8,5.8,8.9,3.7,63.7,14.5,10.9,39.63172141,-104.7585534,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005085800,462.79,0812815-08005085800,481,0,2,46.3,0,0,0.068,0
CO,Centennial,812815,8005085900,0812815-08005085900,793,10.7,19.1,3.9,8.8,2.3,59.9,14.7,10.9,39.63505411,-104.7565743,8005,Colorado ,CO,Arapahoe ,8005,21538.568256,24920.819944,25506.945151,21066.709047,28671.697659,15575.077682,19983.534713,16952.711864,31672.354179,426562.8203836,8005085900,644.11,0812815-08005085900,481,0,2,46.3,0,0,0.068,0
CO,Colorado Springs,816000,8041003400,0816000-08041003400,578,7.9,30.9,8.6,9.7,6,66.7,14.8,11.1,38.86363072,-104.8943239,8041,Colorado ,CO,El Paso ,8041,19300.303447,21794.346146,21259.833181,17730.276289,24170.221916,13224.390391,16706.950892,14889.008677,27805.495547,364140.4867613,8041003400,640.03,0816000-08041003400,481,0,2,46.3,0,0,0.068,0
CO,Colorado Springs,816000,8041005104,0816000-08041005104,427,10.4,16,3.6,9.5,1.9,55.7,17.3,12.1,38.88513154,-104.6472755,8041,Colorado ,CO,El Paso ,8041,19300.303447,21794.346146,21259.833181,17730.276289,24170.221916,13224.390391,16706.950892,14889.008677,27805.495547,364140.4867613,8041005104,286.81,0816000-08041005104,481,0,2,46.3,0,0,0.068,0
CO,Colorado Springs,816000,8041006700,0816000-08041006700,677,8.2,31.8,9.3,9.4,6.5,67.2,13.8,10.7,38.86449378,-104.8877168,8041,Colorado ,CO,El Paso ,8041,19300.303447,21794.346146,21259.833181,17730.276289,24170.221916,13224.390391,16706.950892,14889.008677,27805.495547,364140.4867613,8041006700,640.03,0816000-08041006700,481,0,2,46.3,0,0,0.068,0
CO,Colorado Springs,816000,8041007500,0816000-08041007500,998,7,19.5,5.3,9,2.7,60.9,12,9.8,38.99388783,-104.7736341,8041,Colorado ,CO,El Paso ,8041,19300.303447,21794.346146,21259.833181,17730.276289,24170.221916,13224.390391,16706.950892,14889.008677,27805.495547,364140.4867613,8041007500,327.71,0816000-08041007500,481,0,2,46.3,0,0,0.068,0
CO,Colorado Springs,816000,8041007601,0816000-08041007601,586,9.8,15.2,3.6,9.2,1.8,56.1,14.8,11.1,38.94683671,-104.6881114,8041,Colorado ,CO,El Paso ,8041,19300.303447,21794.346146,21259.833181,17730.276289,24170.221916,13224.390391,16706.950892,14889.008677,27805.495547,364140.4867613,8041007601,96.48,0816000-08041007601,481,0,2,46.3,0,0,0.068,0
CO,Denver,820000,8031001902,0820000-08031001902,705,11.3,8,1.4,10.7,0.9,48.2,13.3,14.6,39.74580648,-105.0083038,8031,Colorado ,CO,Denver ,8031,23487.165197,25884.983245,25955.959092,20382.503209,29112.751964,16534.342539,20686.375519,16895.127802,35344.05376,452752.4333039999,8031001902,531.5,0820000-08031001902,481,0,2,46.3,0,0,0.068,3
CO,Fort Collins,827425,8069000300,0827425-08069000300,514,9.7,14.8,3.4,8.7,1.9,52.9,12.7,10.8,40.59559882,-105.1120139,8069,Colorado ,CO,Larimer ,8069,19619.765958,20467.496293,22411.656212,17836.983834,26524.892338,13680.361249,16899.219782,20200.770909,29094.217684,396296.64520100004,8069000300,1001.88,0827425-08069000300,483,0,1,41.2,0,0,0.069,0
CO,Fort Collins,827425,8069002501,0827425-08069002501,53,9.5,30.9,10,8.1,6.6,67.7,8.4,8.2,40.58505368,-104.9962397,8069,Colorado ,CO,Larimer ,8069,19619.765958,20467.496293,22411.656212,17836.983834,26524.892338,13680.361249,16899.219782,20200.770909,29094.217684,396296.64520100004,8069002501,908.23,0827425-08069002501,483,0,1,41.2,0,0,0.069,0
CO,Greeley,832155,8123000704,0832155-08123000704,656,18.4,20.1,4,9.3,3.1,52.6,17.9,13.3,40.38832438,-104.6732125,8123,Colorado ,CO,Weld ,8123,22921.859241,23018.708848,23010.771715,20107.525381,25651.441353,14440.801607,18397.298197,17302.484814,29371.998821,428012.316576,8123000704,563.94,0832155-08123000704,483,0,1,41.2,0,0,0.069,0
CO,Greeley,832155,8123000705,0832155-08123000705,67,21.2,25.6,4,8.8,4.6,56.1,14.8,13.1,40.42837697,-104.6470071,8123,Colorado ,CO,Weld ,8123,22921.859241,23018.708848,23010.771715,20107.525381,25651.441353,14440.801607,18397.298197,17302.484814,29371.998821,428012.316576,8123000705,563.94,0832155-08123000705,483,0,1,41.2,0,0,0.069,0
CO,Lakewood,843000,8059010100,0843000-08059010100,432,11.9,22.1,5,9.4,3.8,53.4,18.1,12.4,39.73782153,-105.1645339,8059,Colorado ,CO,Jefferson ,8059,19821.609158,21848.684571,21789.897732,18457.135991,25924.696089,14849.134969,18117.874767,15832.302454,30920.191755,408071.691361,8059010100,805.17,0843000-08059010100,483,0,1,41.2,0,0,0.069,0
CO,Lakewood,843000,8059011721,0843000-08059011721,61,8.9,27.6,7.8,8.9,5.3,60.4,12.1,9.7,39.71651121,-105.1531319,8059,Colorado ,CO,Jefferson ,8059,19821.609158,21848.684571,21789.897732,18457.135991,25924.696089,14849.134969,18117.874767,15832.302454,30920.191755,408071.691361,8059011721,862.68,0843000-08059011721,483,0,1,41.2,0,0,0.069,0
CO,Loveland,846465,8069002010,0846465-08069002010,345,7.4,31.5,9.5,8.9,5.8,66.8,11.9,9.2,40.3883972,-105.1519275,8069,Colorado ,CO,Larimer ,8069,19619.765958,20467.496293,22411.656212,17836.983834,26524.892338,13680.361249,16899.219782,20200.770909,29094.217684,396296.64520100004,8069002010,903.37,0846465-08069002010,483,0,1,41.2,0,0,0.069,0
CO,Pueblo,862000,8101000903,0862000-08101000903,777,20.2,13,1,12.5,1.5,51.9,22.6,25.8,38.30839032,-104.5776776,8101,Colorado ,CO,Pueblo ,8101,17879.246891,24049.560516,22010.096989,17694.366924,25110.141893,13897.764891,18659.701524,14036.114786,32595.469094,394915.0091628999,8101000903,434.9,0862000-08101000903,481,0,2,46.3,0,0,0.068,1
CO,Thornton,877290,8001008541,0877290-08001008541,500,7.2,36.6,10.9,9.5,7.4,71.1,13,9,39.96962957,-104.9021593,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001008541,585.15,0877290-08001008541,483,0,1,41.2,0,0,0.069,0
CO,Thornton,877290,8001008551,0877290-08001008551,304,12.4,21.4,5,9.6,3.5,57.6,17.9,11.6,39.90570671,-104.9078703,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001008551,585.15,0877290-08001008551,483,0,1,41.2,0,0,0.069,0
CO,Thornton,877290,8001009001,0877290-08001009001,738,25.3,17.4,2.6,11.6,2.2,53.4,22.9,17,39.85312041,-104.9810955,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001009001,499.52,0877290-08001009001,483,0,1,41.2,0,0,0.069,0
CO,Thornton,877290,8001009307,0877290-08001009307,569,21,32.7,7.3,10.3,7.8,62,20.8,13.9,39.85194086,-104.9909268,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001009307,547.35,0877290-08001009307,483,0,1,41.2,0,0,0.069,0
CO,Thornton,877290,8001015000,0877290-08001015000,300,16.2,48.1,11.9,11.1,14.1,70.7,21.9,14,39.8490614,-104.943693,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001015000,499.52,0877290-08001015000,483,0,1,41.2,0,0,0.069,0
CO,Thornton,877290,8001061200,0877290-08001061200,992,10.9,15.3,3.5,9,2,54,16,10.6,39.99197817,-104.9556224,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001061200,391.25,0877290-08001061200,483,0,1,41.2,0,0,0.069,0
CO,Westminster,883835,8001009502,0883835-08001009502,853,22.9,26.6,6,9.4,5.8,59.5,18,12.5,39.82461363,-105.0203638,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001009502,547.35,0883835-08001009502,483,0,1,41.2,0,0,0.069,1
CO,Westminster,883835,8001009606,0883835-08001009606,595,28.1,20.3,3.3,9.3,3.6,52.9,20.7,14.1,39.82497766,-105.0290231,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001009606,547.35,0883835-08001009606,483,0,1,41.2,0,0,0.069,0
CO,Westminster,883835,8001060000,0883835-08001060000,481,7.9,22.8,6.2,9.2,3.7,60.8,13.5,9.6,39.96228089,-104.9971225,8001,Colorado ,CO,Adams ,8001,22979.728974,26772.649769,24337.014913,20649.152309,28562.531496,15948.26037,20310.614417,18049.244493,31011.616742,435837.5678688999,8001060000,391.25,0883835-08001060000,483,0,1,41.2,0,0,0.069,0
CO,Westminster,883835,8059010208,0883835-08059010208,470,13.1,22.8,5.5,9.9,3.7,54.6,18.4,12.7,39.8253419,-105.0576723,8059,Colorado ,CO,Jefferson ,8059,19821.609158,21848.684571,21789.897732,18457.135991,25924.696089,14849.134969,18117.874767,15832.302454,30920.191755,408071.691361,8059010208,812.76,0883835-08059010208,483,0,1,41.2,0,0,0.069,0
FL,Boca Raton,1207300,12099007002,1207300-12099007002,287,15.3,19.8,4.3,7.1,3.1,68,14.7,11.1,26.39957461,-80.10705734,12099,Florida ,FL,Palm Beach ,12099,22983.187704,27204.387395,29029.100363,24234.939244,30672.909485,16468.381215,19733.854981,32023.17198,31760.272432,490437.055587,12099007002,627.14,1207300-12099007002,592,0,0,24,0,1,0.071,0
FL,Boca Raton,1207300,12099007616,1207300-12099007616,600,12.7,33.7,9.8,7.5,7.7,76.5,12.7,10,26.32987513,-80.12423215,12099,Florida ,FL,Palm Beach ,12099,22983.187704,27204.387395,29029.100363,24234.939244,30672.909485,16468.381215,19733.854981,32023.17198,31760.272432,490437.055587,12099007616,718.64,1207300-12099007616,592,0,0,24,0,1,0.071,0
