Submission_ID,Facility_Name,Facility_City,Facility_State,Facility_County,Facility_Zip_Code,Facility_Latitude,Facility_Longitude,FRS_ID,AFS_NUMBER,Location_ID,Location_Name,Is_Location_Controlled,Duct_Diameter,Permit_Source_Name,Permit_Source_ID,Air_Permit_Number,SCC,NAICS,Process_Description,TEST_RUN_VALUE,AVERAGE_VALUE,Calculated_Average,Test_Run_Number,Pollutant_Name,CAS_Number,NEI_Pollutant_Code,POLLUTANT_UNIT,Measure,Material,Action,Detection_Limit_Flag,Test_Report_Rating,Test_Run_Date,Test_Method_Notes,Test_Method,Testing_Company,Testing_Project_Number,ERT_Version,Test_Report_Reference,Control_1,Control_2,Control_3,Control_4,Control_5,PROCESS_PARAMETER,PROCESS_PARAMETER_RATE,PROCESS_PARAMETER_VALUE,Regulation_Description,Regulatory_Limit,Stack_Temperature_F,Stack_Flow_Rate_acfm,Method_Mass_A,Method_Mass_B,Mass_Units,FILTER_TEMPERATURE_1_F,Filter_Temperature_2_F,Emissions_Value_LB_MMBtu_CO2,Emissions_Value_LB_MMBtu_O2
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","4","Oxygen","7782-44-7","7782-44-7","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 3A O2","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","6.1914"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","5","Oxygen","7782-44-7","7782-44-7","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 3A O2","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","6.5245"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","6","Oxygen","7782-44-7","7782-44-7","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 3A O2","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","6.346"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","7","Oxygen","7782-44-7","7782-44-7","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 3A O2","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","6.332"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","8","Oxygen","7782-44-7","7782-44-7","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 3A O2","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","6.4572"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","9","Oxygen","7782-44-7","7782-44-7","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 3A O2","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","6.3813"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","2.97E-02","N/A","0","1","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","11.548"," ","ppmvd"," "," ","0.00E+00","2.97E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","3.31E-02","N/A","0","2","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","12.885"," ","ppmvd"," "," ","0.00E+00","3.31E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","3.02E-02","N/A","0","3","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","11.788"," ","ppmvd"," "," ","0.00E+00","3.02E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","3.65E-02","N/A","0","4","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","13.417"," ","ppmvd"," "," ","0.00E+00","3.65E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","2.75E-02","N/A","0","5","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","10.042"," ","ppmvd"," "," ","0.00E+00","2.75E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","4.37E-02","N/A","0","6","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","15.749"," ","ppmvd"," "," ","0.00E+00","4.37E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","3.18E-02","N/A","0","7","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","11.798"," ","ppmvd"," "," ","0.00E+00","3.18E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","4.33E-02","N/A","0","8","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","15.616"," ","ppmvd"," "," ","0.00E+00","4.33E-02"
"80258457","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","4.07E-02","N/A","0","9","Sulfur Dioxide","7446-09-5","7446-09-5","Lb","Tons","Bituminous Coal","Burned"," ","60","2017-01-17T00:00:00"," ","Method 6C","Pace Analytical Services, LLC","12-17-0043","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 03/08/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0"," Industrial-Commercial-Institutional Utility Steam Generating Units ","1200.000000 lb/hr;1.200000 lb/million BTU using O2"," "," ","14.808"," ","ppmvd"," "," ","0.00E+00","4.07E-02"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","1.10E-06","N/A","0","2","Arsenic","7440-38-2","7440-38-2","Lb","Tons","Bituminous Coal","Burned","ADL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","364.92","515,858.0","3.04"," ","ug","0","0","0.00E+00","1.10E-06"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","1.87E-07","N/A","0","1","Arsenic","7440-38-2","7440-38-2","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","368.17","516,197.3","0.52"," ","ug","0","0","0.00E+00","1.87E-07"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","1.83E-07","N/A","0","3","Arsenic","7440-38-2","7440-38-2","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","363.33","508,257.9","0.49"," ","ug","0","0","0.00E+00","1.83E-07"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","2.32E-08","N/A","0","2","Beryllium","7440-41-7","7440-41-7","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","364.92","515,858.0","0.064"," ","ug","0","0","0.00E+00","2.32E-08"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","2.16E-08","N/A","0","1","Beryllium","7440-41-7","7440-41-7","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","368.17","516,197.3","0.06"," ","ug","0","0","0.00E+00","2.16E-08"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","2.47E-08","N/A","0","3","Beryllium","7440-41-7","7440-41-7","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","363.33","508,257.9","0.066"," ","ug","0","0","0.00E+00","2.47E-08"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","1.70E-07","N/A","0","2","Cadmium","7440-43-9","7440-43-9","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","364.92","515,858.0","0.47"," ","ug","0","0","0.00E+00","1.70E-07"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","1.15E-07","N/A","0","1","Cadmium","7440-43-9","7440-43-9","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","368.17","516,197.3","0.32"," ","ug","0","0","0.00E+00","1.15E-07"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","1.27E-07","N/A","0","3","Cadmium","7440-43-9","7440-43-9","Lb","Tons","Bituminous Coal","Burned","DLL","60.5","2017-01-18T00:00:00"," ","Method 29","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","","","363.33","508,257.9","0.34"," ","ug","0","0","0.00E+00","1.27E-07"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","1","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","60.5","2017-01-18T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.267"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","2","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","60.5","2017-01-18T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","14.232"," ","%vd"," "," ","0.00E+00","0.00E+00"
"80258479","Archer Daniels Midland","Clinton","IA","Clinton Co","52732","","","110032810064",""," ","Coal Boiler No. 3","1","144.0","Coal Boiler No. 3","EPCOG-3","11-TV-007","10300218","221112"," ","0.00E+00","N/A","0","3","Carbon Dioxide","124-38-9","124-38-9","Lb","Tons","Bituminous Coal","Burned"," ","60.5","2017-01-18T00:00:00"," ","Method 3A CO2","Pace Analytical Services, LLC","12-17-0042","V5","Facility: Archer Daniels Midland - Clinton, IA - Testing Company:  Pace Analytical Services, LLC - 02/13/2017","BAGHOUSE","","","","","Bituminous Coal Burned","Tons/million BTU using O2","0.0","",""," "," ","13.788"," ","%vd"," "," ","0.00E+00","0.00E+00"
